Id,SalePrice
1607,178236.5
1608,209834.1
1609,191031.28
1610,155738.45
1611,132436.92
1612,151559.95
1613,149669.5
1614,132703.05
1615,98075.25
1616,64772.01
1617,95823.46
1618,117392.945
1619,138439.44
1620,175658.17
1621,131786.08
1622,139104.97
1623,270584.56
1624,201748.25
1625,124334.586
1626,166412.6
1627,194180.6
1628,264781.7
1629,185282.81
1630,375578.75
1631,226290.12
1632,224738.81
1633,181749.88
1634,185802.62
1635,175699.2
1636,144548.77
1637,196622.84
1638,206785.86
1639,181544.94
1640,263273.0
1641,177688.58
1642,225120.7
1643,215007.22
1644,222670.7
1645,191209.45
1646,153590.92
1647,163000.12
1648,134212.11
1649,132173.81
1650,123405.01
1651,127242.375
1652,92622.34
1653,91356.8
1654,149751.02
1655,156741.88
1656,142115.84
1657,152921.7
1658,147841.27
1659,131402.72
1660,153814.16
1661,437665.97
1662,407793.16
1663,410282.62
1664,449986.47
1665,327895.7
1666,317186.3
1667,369672.66
1668,327513.66
1669,283240.06
1670,360508.53
1671,271279.75
1672,465153.44
1673,301226.44
1674,252164.73
1675,176027.28
1676,182872.42
1677,220154.67
1678,484946.7
1679,384915.6
1680,333358.03
1681,259602.1
1682,318365.22
1683,178024.73
1684,170654.47
1685,164043.9
1686,168454.94
1687,164242.4
1688,184057.48
1689,191053.55
1690,194932.1
1691,184991.62
1692,252494.94
1693,161456.22
1694,180798.92
1695,167103.56
1696,276124.0
1697,170832.89
1698,389598.75
1699,325182.03
1700,243788.6
1701,257369.53
1702,298322.8
1703,270697.3
1704,290082.38
1705,226730.86
1706,280100.72
1707,224005.62
1708,214518.44
1709,333902.28
1710,225716.48
1711,254531.44
1712,283430.47
1713,279122.06
1714,226638.94
1715,211433.77
1716,184268.31
1717,183428.73
1718,127523.54
1719,197861.44
1720,264352.06
1721,177335.7
1722,122375.695
1723,144205.97
1724,227832.77
1725,236040.19
1726,180650.47
1727,150882.14
1728,165480.39
1729,160487.75
1730,152767.25
1731,116305.48
1732,126751.95
1733,120234.11
1734,122568.05
1735,123293.25
1736,110632.414
1737,375260.7
1738,220072.45
1739,262740.06
1740,267577.0
1741,199827.11
1742,166884.97
1743,172790.23
1744,315425.66
1745,261336.98
1746,230269.14
1747,225277.23
1748,226234.38
1749,151665.47
1750,129750.25
1751,237431.4
1752,120129.22
1753,154545.05
1754,213446.6
1755,164646.02
1756,139744.8
1757,118090.11
1758,138951.48
1759,161282.6
1760,170981.94
1761,153827.92
1762,173971.64
1763,166300.83
1764,114788.23
1765,168116.66
1766,174894.17
1767,206299.0
1768,150456.42
1769,178986.28
1770,137910.61
1771,127545.25
1772,137483.84
1773,129497.77
1774,125219.836
1775,136559.44
1776,127377.445
1777,108070.91
1778,138910.0
1779,127110.64
1780,185346.67
1781,134665.02
1782,91581.15
1783,144434.92
1784,112515.12
1785,112259.805
1786,167116.78
1787,164777.28
1788,60047.223
1789,100397.445
1790,76140.125
1791,171715.6
1792,156690.6
1793,132561.83
1794,148731.17
1795,129771.84
1796,120453.43
1797,113171.16
1798,124610.77
1799,116931.44
1800,134842.36
1801,135166.16
1802,140630.62
1803,149985.7
1804,141596.98
1805,141906.83
1806,124019.61
1807,134683.44
1808,134759.03
1809,123392.086
1810,150431.75
1811,100698.91
1812,91476.71
1813,127758.83
1814,95678.805
1815,45504.727
1816,99426.555
1817,101003.47
1818,153135.61
1819,133385.45
1820,59369.27
1821,108008.1
1822,135267.34
1823,36446.316
1824,134474.27
1825,143881.05
1826,106552.875
1827,104116.17
1828,143369.67
1829,113426.35
1830,139447.6
1831,176905.88
1832,94492.73
1833,153139.38
1834,125375.23
1835,146552.03
1836,126753.305
1837,96558.984
1838,130492.91
1839,95119.46
1840,174275.27
1841,146467.5
1842,74272.59
1843,137438.48
1844,145868.86
1845,140083.66
1846,151401.45
1847,177022.61
1848,51729.324
1849,120596.336
1850,114503.75
1851,158487.62
1852,131935.27
1853,128038.31
1854,169282.52
1855,134286.14
1856,218860.8
1857,157254.6
1858,133799.75
1859,118672.72
1860,147930.7
1861,118672.72
1862,279975.9
1863,272378.2
1864,272378.2
1865,351183.4
1866,337055.75
1867,250488.28
1868,287650.9
1869,207304.98
1870,251801.08
1871,247035.5
1872,163204.11
1873,226336.34
1874,148357.5
1875,208090.44
1876,197585.86
1877,217553.11
1878,201607.31
1879,132251.73
1880,130974.29
1881,259221.56
1882,249108.38
1883,183752.83
1884,209362.77
1885,244205.89
1886,298523.0
1887,204465.77
1888,278976.97
1889,155723.36
1890,128197.28
1891,136437.36
1892,101729.31
1893,133789.12
1894,140272.84
1895,127022.34
1896,125848.44
1897,114670.97
1898,127239.4
1899,155466.06
1900,162584.23
1901,168690.1
1902,145939.73
1903,203674.45
1904,150048.2
1905,200106.97
1906,166596.23
1907,204393.55
1908,107936.984
1909,131178.19
1910,117461.97
1911,215672.88
1912,307064.06
1913,128609.49
1914,70736.945
1915,339353.72
1916,45163.13
1917,264077.47
1918,142801.19
1919,177756.4
1920,134243.05
1921,432399.72
1922,310133.12
1923,216224.88
1924,242570.11
1925,211565.58
1926,407402.62
1927,130621.39
1928,144602.64
1929,122295.14
1930,135827.48
1931,134968.92
1932,134756.0
1933,173761.17
1934,180328.2
1935,170199.34
1936,189393.06
1937,189024.47
1938,159529.98
1939,225867.33
1940,184961.03
1941,167037.08
1942,178825.14
1943,207959.8
1944,323808.75
1945,399641.38
1946,147406.0
1947,194488.7
1948,179312.98
1949,215805.0
1950,184317.06
1951,292129.2
1952,222016.94
1953,159525.97
1954,185373.94
1955,137814.45
1956,307337.53
1957,144742.05
1958,329687.0
1959,135547.2
1960,114358.766
1961,117257.14
1962,93369.28
1963,101997.07
1964,107953.3
1965,144000.34
1966,144208.25
1967,296465.03
1968,417095.84
1969,412452.66
1970,490246.47
1971,409318.66
1972,422563.3
1973,249481.2
1974,314168.6
1975,471246.53
1976,278431.28
1977,401406.6
1978,405431.66
1979,331700.72
1980,194334.8
1981,358913.38
1982,227943.4
1983,213214.77
1984,161296.31
1985,214488.3
1986,226901.78
1987,174774.72
1988,167801.34
1989,188077.92
1990,215877.42
1991,234252.78
1992,215545.12
1993,170390.27
1994,242243.27
1995,192371.14
1996,267629.5
1997,313041.2
1998,360159.16
1999,249002.58
2000,319285.5
2001,249905.6
2002,216549.92
2003,272285.06
2004,281775.72
2005,213913.36
2006,243638.44
2007,256670.0
2008,237166.72
2009,194711.08
2010,196678.22
2011,134200.6
2012,170729.7
2013,177153.94
2014,185378.77
2015,206562.55
2016,189262.03
2017,202574.62
2018,114770.945
2019,128125.8
2020,100793.4
2021,101879.73
2022,184368.7
2023,129421.56
2024,249086.27
2025,386320.44
2026,174590.03
2027,148584.17
2028,154791.48
2029,165856.16
2030,270058.94
2031,266583.94
2032,248718.05
2033,275184.38
2034,162136.53
2035,223696.28
2036,202415.3
2037,213288.56
2038,327060.12
2039,260435.1
2040,371321.22
2041,287213.56
2042,212689.77
2043,172703.69
2044,179090.08
2045,215185.58
2046,142775.16
2047,141143.08
2048,139878.06
2049,141161.9
2050,187959.58
2051,109936.375
2052,129562.24
2053,145232.16
2054,93823.04
2055,154522.61
2056,138411.7
2057,120405.0
2058,220176.77
2059,130616.77
2060,166373.12
2061,179180.42
2062,130784.54
2063,105414.41
2064,145469.08
2065,122876.52
2066,161101.34
2067,118421.45
2068,137137.19
2069,90557.414
2070,110869.84
2071,100140.555
2072,130086.34
2073,137074.97
2074,197023.84
2075,151862.53
2076,125620.766
2077,146452.75
2078,124062.53
2079,128115.734
2080,119029.29
2081,122652.555
2082,153556.97
2083,145254.75
2084,109636.35
2085,110855.88
2086,135124.94
2087,121624.95
2088,90947.04
2089,68576.484
2090,130429.05
2091,116842.88
2092,126903.92
2093,116100.77
2094,131489.92
2095,135411.62
2096,68694.57
2097,94750.19
2098,136850.08
2099,60449.992
2100,100966.17
2101,115573.164
2102,130993.09
2103,107627.52
2104,145602.58
2105,134407.86
2106,73194.59
2107,233667.81
2108,107994.46
2109,112249.54
2110,132438.64
2111,150663.3
2112,141837.05
2113,117724.47
2114,121678.33
2115,163746.95
2116,118518.71
2117,154477.19
2118,116985.49
2119,107432.914
2120,122021.805
2121,107342.74
2122,109330.91
2123,79796.46
2124,189449.42
2125,134352.11
2126,134556.62
2127,162820.62
2128,125703.19
2129,87417.32
2130,146192.78
2131,158918.4
2132,107485.08
2133,119565.39
2134,115735.61
2135,92171.06
2136,66057.39
2137,110120.266
2138,125688.96
2139,148718.45
2140,144500.22
2141,154737.05
2142,126619.7
2143,142088.58
2144,121053.69
2145,139076.17
2146,164511.33
2147,147250.08
2148,125299.555
2149,137518.97
2150,224435.17
2151,121608.28
2152,170059.34
2153,172666.81
2154,103926.84
2155,145229.08
2156,245989.81
2157,228725.72
2158,237179.7
2159,206094.67
2160,175287.44
2161,254754.92
2162,459956.94
2163,334931.03
2164,261270.89
2165,194864.45
2166,151513.66
2167,223482.84
2168,191578.81
2169,197986.19
2170,227798.02
2171,145422.98
2172,133574.12
2173,161186.94
2174,230631.23
2175,375798.9
2176,314837.5
2177,245693.84
2178,196874.03
2179,140159.75
2180,223296.67
2181,176742.77
2182,213710.33
2183,183980.17
2184,124907.086
2185,130974.62
2186,146177.55
2187,161247.78
2188,158302.11
2189,255402.7
2190,78818.85
2191,81892.25
2192,100138.71
2193,94169.94
2194,101702.81
2195,123660.555
2196,104018.66
2197,123526.05
2198,153913.52
2199,187733.83
2200,152072.61
2201,131015.77
2202,217781.81
2203,139679.62
2204,171150.97
2205,106717.51
2206,172567.33
2207,236588.9
2208,245311.44
2209,234030.39
2210,123814.23
2211,117407.05
2212,119919.66
2213,104060.1
2214,126164.99
2215,104976.94
2216,160709.61
2217,92680.43
2218,88676.58
2219,85960.414
2220,82262.87
2221,339846.44
2222,285881.97
2223,267711.28
2224,206492.28
2225,115836.16
2226,187575.58
2227,199131.56
2228,257176.44
2229,242285.1
2230,152583.62
2231,223757.02
2232,179344.64
2233,167117.05
2234,234523.97
2235,214473.14
2236,253278.11
2237,345325.16
2238,206029.64
2239,95204.77
2240,160960.55
2241,179721.06
2242,129094.53
2243,123690.484
2244,118863.3
2245,112992.25
2246,136731.64
2247,117586.14
2248,135092.23
2249,121058.32
2250,126540.73
2251,108966.25
2252,170950.05
2253,148167.6
2254,176983.05
2255,192136.55
2256,183220.2
2257,224701.89
2258,166049.25
2259,174557.22
2260,168286.5
2261,199555.9
2262,210664.02
2263,334206.2
2264,425982.78
2265,158607.14
2266,278888.12
2267,395580.66
2268,373778.84
2269,147859.97
2270,208348.67
2271,219824.22
2272,212304.1
2273,165440.72
2274,181337.25
2275,153357.28
2276,175666.06
2277,178844.38
2278,137149.67
2279,123547.79
2280,125621.5
2281,156508.33
2282,180803.14
2283,98624.58
2284,102012.71
2285,155164.73
2286,120317.99
2287,344366.78
2288,283700.44
2289,396627.84
2290,500989.28
2291,315527.22
2292,433820.62
2293,484554.38
2294,459493.75
2295,470836.03
2296,274546.94
2297,293323.4
2298,315965.78
2299,377377.62
2300,355079.1
2301,279584.34
2302,242001.55
2303,241114.97
2304,249851.89
2305,174286.5
2306,167752.97
2307,175758.55
2308,219097.88
2309,262715.25
2310,220941.19
2311,191012.22
2312,180575.36
2313,164400.3
2314,170813.61
2315,172530.2
2316,167557.1
2317,175395.0
2318,172627.36
2319,178353.64
2320,179924.6
2321,252952.6
2322,172552.81
2323,182581.9
2324,171443.44
2325,203350.0
2326,165523.02
2327,212430.84
2328,236071.9
2329,185545.1
2330,180426.55
2331,395683.62
2332,397772.34
2333,326694.25
2334,253638.22
2335,243786.34
2336,361350.3
2337,188266.44
2338,283136.84
2339,226641.53
2340,406466.72
2341,214658.25
2342,225296.95
2343,229929.75
2344,234418.56
2345,244763.53
2346,218648.55
2347,201363.22
2348,224724.27
2349,184810.25
2350,291045.06
2351,233692.38
2352,261573.8
2353,238467.27
2354,135620.36
2355,149708.19
2356,140838.11
2357,186123.02
2358,185285.9
2359,132682.6
2360,112328.63
2361,153381.3
2362,270398.97
2363,138596.11
2364,162837.36
2365,221089.36
2366,205911.9
2367,229462.36
2368,214452.98
2369,214100.2
2370,169468.75
2371,165460.03
2372,190967.08
2373,257785.98
2374,328070.5
2375,271434.22
2376,299431.88
2377,383417.06
2378,135348.16
2379,207761.53
2380,134457.03
2381,169839.73
2382,202094.16
2383,204162.22
2384,245362.45
2385,167799.02
2386,139590.36
2387,135540.36
2388,95484.0
2389,117586.516
2390,154076.22
2391,147386.28
2392,109953.45
2393,173750.36
2394,149968.0
2395,198880.98
2396,142929.86
2397,218035.84
2398,138331.55
2399,54764.555
2400,53626.785
2401,111400.39
2402,133448.89
2403,133653.17
2404,144477.84
2405,154730.48
2406,141433.33
2407,126283.38
2408,144367.45
2409,122211.125
2410,156086.58
2411,116981.516
2412,165838.52
2413,131243.02
2414,135562.81
2415,135900.72
2416,126957.53
2417,142379.28
2418,130483.664
2419,126504.9
2420,125608.49
2421,149758.16
2422,122216.914
2423,140350.84
2424,166865.8
2425,236123.75
2426,132312.42
2427,133006.62
2428,182085.95
2429,110025.46
2430,129031.69
2431,106092.9
2432,146569.12
2433,147196.56
2434,135917.84
2435,147477.17
2436,103346.58
2437,93183.61
2438,127752.695
2439,104917.125
2440,116076.164
2441,109322.94
2442,90725.516
2443,115145.26
2444,142662.5
2445,82287.0
2446,141162.77
2447,182758.75
2448,140331.11
2449,111782.86
2450,140784.14
2451,134104.44
2452,209457.23
2453,91709.93
2454,128229.555
2455,127461.445
2456,124671.77
2457,139319.48
2458,128977.59
2459,107231.14
2460,146177.9
2461,113268.45
2462,137766.1
2463,116703.17
2464,177721.62
2465,130076.21
2466,110156.84
2467,142129.25
2468,60319.664
2469,59746.754
2470,200273.27
2471,232979.42
2472,167051.23
2473,121190.07
2474,72704.2
2475,227117.53
2476,107310.01
2477,124509.266
2478,145354.75
2479,109464.87
2480,157756.05
2481,123497.695
2482,124447.79
2483,110646.09
2484,127362.7
2485,122664.336
2486,145296.56
2487,204451.86
2488,163863.02
2489,145228.88
2490,145003.23
2491,100145.695
2492,182870.77
2493,149916.52
2494,143274.48
2495,87348.14
2496,250439.27
2497,151024.44
2498,96416.15
2499,92045.45
2500,129277.055
2501,137562.95
2502,142515.95
2503,93170.484
2504,159029.94
2505,235526.86
2506,274129.94
2507,316112.4
2508,276997.2
2509,211734.5
2510,218716.19
2511,174517.14
2512,198908.27
2513,204848.53
2514,310800.66
2515,153412.25
2516,168481.61
2517,140455.55
2518,151396.25
2519,228516.06
2520,216836.47
2521,189501.4
2522,228509.92
2523,113132.68
2524,125720.164
2525,142746.12
2526,131009.34
2527,108700.73
2528,125060.89
2529,130781.13
2530,125558.27
2531,265086.3
2532,235725.27
2533,198871.55
2534,216329.11
2535,345448.78
2536,241171.27
2537,261242.34
2538,178273.52
2539,191162.02
2540,169163.3
2541,184066.77
2542,156806.61
2543,130437.22
2544,135136.22
2545,134296.45
2546,133478.83
2547,140140.27
2548,145897.5
2549,161824.02
2550,570655.75
2551,135073.33
2552,112671.06
2553,72796.484
2554,106829.414
2555,124624.016
2556,109961.16
2557,113476.06
2558,164603.16
2559,139737.16
2560,144353.34
2561,155810.3
2562,143307.84
2563,153476.38
2564,191601.55
2565,148787.42
2566,169523.38
2567,133506.45
2568,205382.3
2569,235354.33
2570,117084.11
2571,201136.08
2572,166076.69
2573,225773.0
2574,284021.9
2575,128220.84
2576,123948.01
2577,163713.33
2578,84787.78
2579,53127.562
2580,123866.836
2581,104772.8
2582,116302.83
2583,321475.8
2584,159736.31
2585,162823.08
2586,207831.14
2587,205174.7
2588,160845.31
2589,144170.81
2590,205591.38
2591,281592.62
2592,214148.16
2593,249517.06
2594,175946.9
2595,213370.33
2596,332734.84
2597,180309.0
2598,270317.44
2599,323822.56
2600,201797.33
2601,166580.39
2602,75598.945
2603,107723.875
2604,89185.3
2605,65263.9
2606,153780.75
2607,195249.95
2608,185063.89
2609,176389.0
2610,119963.65
2611,130308.625
2612,138813.22
2613,135155.34
2614,129651.484
2615,162098.14
2616,140478.34
2617,185260.36
2618,204445.58
2619,187768.72
2620,193115.44
2621,178075.44
2622,189936.12
2623,264374.22
2624,301005.4
2625,382054.66
2626,170954.62
2627,193836.06
2628,477279.0
2629,463928.16
2630,381029.84
2631,488198.5
2632,443171.8
2633,311258.2
2634,414664.6
2635,158065.5
2636,194546.12
2637,185177.83
2638,271030.28
2639,191552.58
2640,150962.33
2641,102513.055
2642,191421.45
2643,94441.52
2644,113320.51
2645,101560.87
2646,92425.586
2647,100772.06
2648,140619.84
2649,140834.06
2650,147570.89
2651,135679.25
2652,420884.2
2653,272657.72
2654,257381.03
2655,392307.12
2656,323252.53
2657,332436.72
2658,274890.34
2659,296136.75
2660,321358.5
2661,354693.62
2662,339308.22
2663,286141.6
2664,258173.23
2665,325689.53
2666,284622.2
2667,158436.44
2668,175645.0
2669,174698.16
2670,275238.78
2671,181361.66
2672,189527.28
2673,204328.9
2674,202715.36
2675,173393.9
2676,183552.97
2677,192502.16
2678,274959.78
2679,284501.0
2680,273058.53
2681,433579.47
2682,343920.88
2683,471031.66
2684,317699.16
2685,339712.94
2686,270375.12
2687,319652.5
2688,210807.19
2689,217825.9
2690,465959.06
2691,179777.16
2692,127691.53
2693,186070.5
2694,132984.12
2695,190921.14
2696,181312.61
2697,192584.0
2698,190410.66
2699,167381.39
2700,152596.98
2701,139563.44
2702,89665.734
2703,113824.46
2704,135279.9
2705,112481.13
2706,113257.5
2707,118734.05
2708,137398.28
2709,109536.46
2710,124047.164
2711,329857.25
2712,376368.56
2713,173613.66
2714,147680.62
2715,170440.81
2716,148812.44
2717,166920.69
2718,219185.11
2719,146106.88
2720,171445.64
2721,135887.4
2722,163572.88
2723,145064.08
2724,127347.38
2725,141069.28
2726,141920.34
2727,182833.66
2728,169319.81
2729,151181.89
2730,137691.38
2731,134263.17
2732,125238.79
2733,147893.47
2734,136986.98
2735,133394.42
2736,148164.66
2737,121491.18
2738,134083.77
2739,163188.14
2740,142851.52
2741,149116.08
2742,150576.34
2743,150858.89
2744,157126.81
2745,147417.02
2746,140116.44
2747,143608.02
2748,114628.93
2749,125601.44
2750,143388.47
2751,139274.9
2752,217807.9
2753,144219.58
2754,247249.97
2755,122398.01
2756,100785.4
2757,61027.78
2758,95058.56
2759,151463.12
2760,132096.7
2761,138776.31
2762,146156.38
2763,173879.1
2764,144930.78
2765,290268.75
2766,143137.4
2767,93471.5
2768,141289.9
2769,131073.11
2770,153042.25
2771,106616.03
2772,122670.414
2773,164665.78
2774,140608.69
2775,127767.25
2776,139505.89
2777,155631.02
2778,124576.32
2779,128103.68
2780,100253.34
2781,102117.97
2782,92074.4
2783,102669.67
2784,126154.45
2785,122066.6
2786,71479.57
2787,130462.03
2788,66171.2
2789,181499.58
2790,86669.87
2791,111864.07
2792,73960.91
2793,162491.53
2794,104581.24
2795,118452.32
2796,101709.59
2797,195722.17
2798,119384.98
2799,122314.73
2800,50175.164
2801,109124.84
2802,130171.914
2803,184144.19
2804,136272.75
2805,105912.086
2806,75542.19
2807,163378.8
2808,144073.02
2809,139335.12
2810,135972.02
2811,161315.4
2812,158483.03
2813,180770.31
2814,156162.48
2815,104204.26
2816,237599.92
2817,161617.5
2818,127269.336
2819,167499.67
2820,146118.89
2821,106583.77
2822,191862.03
2823,298185.56
2824,178753.23
2825,172076.7
2826,127123.63
2827,139265.78
2828,215688.38
2829,180567.14
2830,228167.9
2831,181653.9
2832,241879.12
2833,274758.9
2834,205782.34
2835,207169.0
2836,185091.67
2837,169224.5
2838,154467.55
2839,177222.5
2840,206963.31
2841,204183.0
2842,224262.89
2843,150965.31
2844,144517.34
2845,116080.88
2846,212302.38
2847,207076.14
2848,222613.52
2849,200779.7
2850,274074.38
2851,212038.94
2852,240842.9
2853,246577.64
2854,135695.84
2855,200218.25
2856,194162.67
2857,179832.61
2858,195495.38
2859,111127.88
2860,125522.67
2861,122213.32
2862,200886.6
2863,128383.11
2864,249978.95
2865,142042.0
2866,138950.72
2867,103425.82
2868,86271.93
2869,109433.92
2870,125096.92
2871,87735.266
2872,40140.12
2873,99620.234
2874,141903.27
2875,111944.164
2876,168295.44
2877,134624.53
2878,177555.11
2879,137771.3
2880,93702.34
2881,147602.72
2882,167533.3
2883,193946.33
2884,197566.14
2885,194882.14
2886,232785.78
2887,86941.07
2888,130734.73
2889,51405.336
2890,86481.016
2891,125334.32
2892,45451.633
2893,78725.57
2894,60883.766
2895,316645.6
2896,311848.44
2897,191468.77
2898,149036.94
2899,204930.89
2900,151197.4
2901,203013.95
2902,178689.97
2903,342051.88
2904,354263.22
2905,100280.01
2906,213456.9
2907,118070.6
2908,132416.4
2909,141353.73
2910,86408.22
2911,75355.805
2912,137912.31
2913,85393.96
2914,76245.98
2915,84829.84
2916,81718.08
2917,190490.86
2918,116773.48
2919,220492.52
